"Feed temperature, °C","Feed pressure, kPa","Liquid 1 mass flow, kg/h","Liquid 2 mass flow, kg/h",Liquid 2 mass fraction (glycerol),Liquid 1 mass fraction (glycerol)
95.03,3.789,2449,453.7,0.5276,0.0003
95.03,3.912,2449,453.7,0.5276,0.0003
95.03,4.035,2449,453.7,0.5276,0.0003
95.03,4.157,2449,453.7,0.5276,0.0003
95.03,4.28,2449,453.7,0.5276,0.0003
95.03,4.403,2449,453.7,0.5276,0.0003
95.03,4.525,2449,453.7,0.5276,0.0003
95.03,4.648,2449,453.7,0.5276,0.0003
95.03,4.771,2449,453.7,0.5276,0.0003
95.03,4.893,2449,453.7,0.5276,0.0003
95.03,5.016,2449,453.7,0.5276,0.0003
95.03,5.139,2449,453.7,0.5276,0.0003
95.03,5.261,2449,453.7,0.5276,0.0003
95.03,5.384,2449,453.7,0.5276,0.0003
95.03,5.507,2449,453.7,0.5276,0.0003
95.03,5.629,2449,453.7,0.5276,0.0003
95.03,5.752,2449,453.7,0.5276,0.0003
95.03,5.875,2449,453.7,0.5276,0.0003
95.03,5.997,2449,453.7,0.5276,0.0003
97.87,-0.01378,2449,453.5,0.5277,0.0003
97.87,0.1089,2449,453.5,0.5277,0.0003
97.87,0.2316,2449,453.5,0.5277,0.0003
97.87,0.3543,2449,453.5,0.5277,0.0003
97.87,0.4769,2449,453.5,0.5277,0.0003
97.87,0.5996,2449,453.5,0.5277,0.0003
97.87,0.7223,2449,453.5,0.5277,0.0003
97.87,0.845,2449,453.5,0.5277,0.0003
97.87,0.9677,2449,453.5,0.5277,0.0003
97.87,1.09,2449,453.5,0.5277,0.0003
97.87,1.213,2449,453.5,0.5277,0.0003
97.87,1.336,2449,453.5,0.5277,0.0003
97.87,1.458,2449,453.5,0.5277,0.0003
97.87,1.581,2449,453.5,0.5277,0.0003
97.87,1.704,2449,453.5,0.5277,0.0003
97.87,1.826,2449,453.5,0.5277,0.0003
97.87,1.949,2449,453.5,0.5277,0.0003
97.87,2.072,2449,453.5,0.5277,0.0003
97.87,2.194,2449,453.5,0.5277,0.0003
97.87,2.317,2449,453.5,0.5277,0.0003
97.87,2.44,2449,453.5,0.5277,0.0003
97.87,2.562,2449,453.5,0.5277,0.0003
97.87,2.685,2449,453.5,0.5277,0.0003
97.87,2.808,2449,453.5,0.5277,0.0003
97.87,2.931,2449,453.5,0.5277,0.0003
97.87,3.053,2449,453.5,0.5277,0.0003
97.87,3.176,2449,453.5,0.5277,0.0003
97.87,3.299,2449,453.5,0.5277,0.0003
97.87,3.421,2449,453.5,0.5277,0.0003
97.87,3.544,2449,453.5,0.5277,0.0003
97.87,3.667,2449,453.5,0.5277,0.0003
97.87,3.789,2449,453.5,0.5277,0.0003
97.87,3.912,2449,453.5,0.5277,0.0003
97.87,4.035,2449,453.5,0.5277,0.0003
97.87,4.157,2449,453.5,0.5277,0.0003
97.87,4.28,2449,453.5,0.5277,0.0003
97.87,4.403,2449,453.5,0.5277,0.0003
97.87,4.525,2449,453.5,0.5277,0.0003
97.87,4.648,2449,453.5,0.5277,0.0003
97.87,4.771,2449,453.5,0.5277,0.0003
97.87,4.893,2449,453.5,0.5277,0.0003
97.87,5.016,2449,453.5,0.5277,0.0003
97.87,5.139,2449,453.5,0.5277,0.0003
97.87,5.261,2449,453.5,0.5277,0.0003
97.87,5.384,2449,453.5,0.5277,0.0003
97.87,5.507,2449,453.5,0.5277,0.0003
97.87,5.629,2449,453.5,0.5277,0.0003
97.87,5.752,2449,453.5,0.5277,0.0003
97.87,5.875,2449,453.5,0.5277,0.0003
97.87,5.997,2449,453.5,0.5277,0.0003
100.7,-0.01378,2449,436.1,0.5485,0.0004
100.7,0.1089,2449,453.3,0.5278,0.0003
100.7,0.2316,2449,453.3,0.5278,0.0003
100.7,0.3543,2449,453.3,0.5278,0.0003
100.7,0.4769,2449,453.3,0.5278,0.0003
100.7,0.5996,2449,453.3,0.5278,0.0003
100.7,0.7223,2449,453.3,0.5278,0.0003
100.7,0.845,2449,453.3,0.5278,0.0003
100.7,0.9677,2449,453.3,0.5278,0.0003
100.7,1.09,2449,453.3,0.5278,0.0003
100.7,1.213,2449,453.3,0.5278,0.0003
100.7,1.336,2449,453.3,0.5278,0.0003
100.7,1.458,2449,453.3,0.5278,0.0003
100.7,1.581,2449,453.3,0.5278,0.0003
100.7,1.704,2449,453.3,0.5278,0.0003
100.7,1.826,2449,453.3,0.5278,0.0003
100.7,1.949,2449,453.3,0.5278,0.0003
100.7,2.072,2449,453.3,0.5278,0.0003
100.7,2.194,2449,453.3,0.5278,0.0003
100.7,2.317,2449,453.3,0.5278,0.0003
100.7,2.44,2449,453.3,0.5278,0.0003
100.7,2.562,2449,453.3,0.5278,0.0003
100.7,2.685,2449,453.3,0.5278,0.0003
100.7,2.808,2449,453.3,0.5278,0.0003
100.7,2.931,2449,453.3,0.5278,0.0003
100.7,3.053,2449,453.3,0.5278,0.0003
100.7,3.176,2449,453.3,0.5278,0.0003
100.7,3.299,2449,453.3,0.5278,0.0003
100.7,3.421,2449,453.3,0.5278,0.0003
100.7,3.544,2449,453.3,0.5278,0.0003
100.7,3.667,2449,453.3,0.5278,0.0003
100.7,3.789,2449,453.3,0.5278,0.0003
100.7,3.912,2449,453.3,0.5278,0.0003
100.7,4.035,2449,453.3,0.5278,0.0003
100.7,4.157,2449,453.3,0.5278,0.0003
100.7,4.28,2449,453.3,0.5278,0.0003
100.7,4.403,2449,453.3,0.5278,0.0003
100.7,4.525,2449,453.3,0.5278,0.0003
100.7,4.648,2449,453.3,0.5278,0.0003
100.7,4.771,2449,453.3,0.5278,0.0003
100.7,4.893,2449,453.3,0.5278,0.0003
100.7,5.016,2449,453.3,0.5278,0.0003
100.7,5.139,2449,453.3,0.5278,0.0003
100.7,5.261,2449,453.3,0.5278,0.0003
100.7,5.384,2449,453.3,0.5278,0.0003
100.7,5.507,2449,453.3,0.5278,0.0003
100.7,5.629,2449,453.3,0.5278,0.0003
100.7,5.752,2449,453.3,0.5278,0.0003
100.7,5.875,2449,453.3,0.5278,0.0003
100.7,5.997,2449,453.3,0.5278,0.0003
103.5,-0.01378,2450,406.9,0.5873,0.0005
103.5,0.1089,2450,440.1,0.5433,0.0004
103.5,0.2316,2450,453.1,0.5278,0.0004
103.5,0.3543,2450,453.1,0.5278,0.0004
103.5,0.4769,2450,453.1,0.5278,0.0004
103.5,0.5996,2450,453.1,0.5278,0.0004
103.5,0.7223,2450,453.1,0.5278,0.0004
103.5,0.845,2450,453.1,0.5278,0.0004
103.5,0.9677,2450,453.1,0.5278,0.0004
103.5,1.09,2450,453.1,0.5278,0.0004
103.5,1.213,2450,453.1,0.5278,0.0004
103.5,1.336,2450,453.1,0.5278,0.0004
103.5,1.458,2450,453.1,0.5278,0.0004
103.5,1.581,2450,453.1,0.5278,0.0004
103.5,1.704,2450,453.1,0.5278,0.0004
103.5,1.826,2450,453.1,0.5278,0.0004
103.5,1.949,2450,453.1,0.5278,0.0004
103.5,2.072,2450,453.1,0.5278,0.0004
103.5,2.194,2450,453.1,0.5278,0.0004
103.5,2.317,2450,453.1,0.5278,0.0004
103.5,2.44,2450,453.1,0.5278,0.0004
103.5,2.562,2450,453.1,0.5278,0.0004
103.5,2.685,2450,453.1,0.5278,0.0004
103.5,2.808,2450,453.1,0.5278,0.0004
103.5,2.931,2450,453.1,0.5278,0.0004
103.5,3.053,2450,453.1,0.5278,0.0004
103.5,3.176,2450,453.1,0.5278,0.0004
103.5,3.299,2450,453.1,0.5278,0.0004
103.5,3.421,2450,453.1,0.5278,0.0004
103.5,3.544,2450,453.1,0.5278,0.0004
103.5,3.667,2450,453.1,0.5278,0.0004
103.5,3.789,2450,453.1,0.5278,0.0004
103.5,3.912,2450,453.1,0.5278,0.0004
103.5,4.035,2450,453.1,0.5278,0.0004
103.5,4.157,2450,453.1,0.5278,0.0004
103.5,4.28,2450,453.1,0.5278,0.0004
103.5,4.403,2450,453.1,0.5278,0.0004
103.5,4.525,2450,453.1,0.5278,0.0004
103.5,4.648,2450,453.1,0.5278,0.0004
103.5,4.771,2450,453.1,0.5278,0.0004
103.5,4.893,2450,453.1,0.5278,0.0004
103.5,5.016,2450,453.1,0.5278,0.0004
103.5,5.139,2450,453.1,0.5278,0.0004
103.5,5.261,2450,453.1,0.5278,0.0004
103.5,5.384,2450,453.1,0.5278,0.0004
103.5,5.507,2450,453.1,0.5278,0.0004
103.5,5.629,2450,453.1,0.5278,0.0004
103.5,5.752,2450,453.1,0.5278,0.0004
103.5,5.875,2450,453.1,0.5278,0.0004
103.5,5.997,2450,453.1,0.5278,0.0004
106.4,-0.01378,2450,373.8,0.6382,0.0006
106.4,0.1089,2450,412.2,0.5795,0.0005
106.4,0.2316,2450,441.7,0.5412,0.0004
106.4,0.3543,2450,452.9,0.5279,0.0004
106.4,0.4769,2450,452.9,0.5279,0.0004
106.4,0.5996,2450,452.9,0.5279,0.0004
106.4,0.7223,2450,452.9,0.5279,0.0004
106.4,0.845,2450,452.9,0.5279,0.0004
106.4,0.9677,2450,452.9,0.5279,0.0004
106.4,1.09,2450,452.9,0.5279,0.0004
106.4,1.213,2450,452.9,0.5279,0.0004
106.4,1.336,2450,452.9,0.5279,0.0004
106.4,1.458,2450,452.9,0.5279,0.0004
106.4,1.581,2450,452.9,0.5279,0.0004
106.4,1.704,2450,452.9,0.5279,0.0004
106.4,1.826,2450,452.9,0.5279,0.0004
106.4,1.949,2450,452.9,0.5279,0.0004
106.4,2.072,2450,452.9,0.5279,0.0004
106.4,2.194,2450,452.9,0.5279,0.0004
106.4,2.317,2450,452.9,0.5279,0.0004
106.4,2.44,2450,452.9,0.5279,0.0004
106.4,2.562,2450,452.9,0.5279,0.0004
106.4,2.685,2450,452.9,0.5279,0.0004
106.4,2.808,2450,452.9,0.5279,0.0004
106.4,2.931,2450,452.9,0.5279,0.0004
106.4,3.053,2450,452.9,0.5279,0.0004
106.4,3.176,2450,452.9,0.5279,0.0004
106.4,3.299,2450,452.9,0.5279,0.0004
106.4,3.421,2450,452.9,0.5279,0.0004
106.4,3.544,2450,452.9,0.5279,0.0004
106.4,3.667,2450,452.9,0.5279,0.0004
106.4,3.789,2450,452.9,0.5279,0.0004
106.4,3.912,2450,452.9,0.5279,0.0004
106.4,4.035,2450,452.9,0.5279,0.0004
106.4,4.157,2450,452.9,0.5279,0.0004
106.4,4.28,2450,452.9,0.5279,0.0004
106.4,4.403,2450,452.9,0.5279,0.0004
106.4,4.525,2450,452.9,0.5279,0.0004
106.4,4.648,2450,452.9,0.5279,0.0004
106.4,4.771,2450,452.9,0.5279,0.0004
106.4,4.893,2450,452.9,0.5279,0.0004
106.4,5.016,2450,452.9,0.5279,0.0004
106.4,5.139,2450,452.9,0.5279,0.0004
106.4,5.261,2450,452.9,0.5279,0.0004
106.4,5.384,2450,452.9,0.5279,0.0004
106.4,5.507,2450,452.9,0.5279,0.0004
106.4,5.629,2450,452.9,0.5279,0.0004
106.4,5.752,2450,452.9,0.5279,0.0004
106.4,5.875,2450,452.9,0.5279,0.0004
106.4,5.997,2450,452.9,0.5279,0.0004
109.2,-0.01378,2450,345.6,0.6889,0.0008
109.2,0.1089,2450,379.5,0.6285,0.0006
109.2,0.2316,2450,414.3,0.5764,0.0005
109.2,0.3543,2450,441.3,0.5414,0.0005
109.2,0.4769,2450,452.7,0.5279,0.0005
109.2,0.5996,2450,452.7,0.5279,0.0005
109.2,0.7223,2450,452.7,0.5279,0.0005
109.2,0.845,2450,452.7,0.5279,0.0005
109.2,0.9677,2450,452.7,0.5279,0.0005
109.2,1.09,2450,452.7,0.5279,0.0005
109.2,1.213,2450,452.7,0.5279,0.0005
109.2,1.336,2450,452.7,0.5279,0.0005
109.2,1.458,2450,452.7,0.5279,0.0005
109.2,1.581,2450,452.7,0.5279,0.0005
109.2,1.704,2450,452.7,0.5279,0.0005
109.2,1.826,2450,452.7,0.5279,0.0005
109.2,1.949,2450,452.7,0.5279,0.0005
109.2,2.072,2450,452.7,0.5279,0.0005
109.2,2.194,2450,452.7,0.5279,0.0005
109.2,2.317,2450,452.7,0.5279,0.0005
109.2,2.44,2450,452.7,0.5279,0.0005
109.2,2.562,2450,452.7,0.5279,0.0005
109.2,2.685,2450,452.7,0.5279,0.0005
109.2,2.808,2450,452.7,0.5279,0.0005
109.2,2.931,2450,452.7,0.5279,0.0005
109.2,3.053,2450,452.7,0.5279,0.0005
109.2,3.176,2450,452.7,0.5279,0.0005
109.2,3.299,2450,452.7,0.5279,0.0005
109.2,3.421,2450,452.7,0.5279,0.0005
109.2,3.544,2450,452.7,0.5279,0.0005
109.2,3.667,2450,452.7,0.5279,0.0005
109.2,3.789,2450,452.7,0.5279,0.0005
109.2,3.912,2450,452.7,0.5279,0.0005
109.2,4.035,2450,452.7,0.5279,0.0005
109.2,4.157,2450,452.7,0.5279,0.0005
109.2,4.28,2450,452.7,0.5279,0.0005
109.2,4.403,2450,452.7,0.5279,0.0005
109.2,4.525,2450,452.7,0.5279,0.0005
109.2,4.648,2450,452.7,0.5279,0.0005
109.2,4.771,2450,452.7,0.5279,0.0005
109.2,4.893,2450,452.7,0.5279,0.0005
109.2,5.016,2450,452.7,0.5279,0.0005
109.2,5.139,2450,452.7,0.5279,0.0005
109.2,5.261,2450,452.7,0.5279,0.0005
109.2,5.384,2450,452.7,0.5279,0.0005
109.2,5.507,2450,452.7,0.5279,0.0005
109.2,5.629,2450,452.7,0.5279,0.0005
109.2,5.752,2450,452.7,0.5279,0.0005
109.2,5.875,2450,452.7,0.5279,0.0005
109.2,5.997,2450,452.7,0.5279,0.0005
112,-0.01378,2451,324.6,0.7315,0.001
112,0.1089,2451,350.3,0.6794,0.0009
112,0.2316,2450,381.9,0.6242,0.0007
112,0.3543,2450,413.8,0.5768,0.0006
112,0.4769,2450,439.2,0.5438,0.0005
112,0.5996,2450,452.4,0.528,0.0005
112,0.7223,2450,452.4,0.528,0.0005
112,0.845,2450,452.4,0.528,0.0005
112,0.9677,2450,452.4,0.528,0.0005
112,1.09,2450,452.4,0.528,0.0005
112,1.213,2450,452.4,0.528,0.0005
112,1.336,2450,452.4,0.528,0.0005
112,1.458,2450,452.4,0.528,0.0005
112,1.581,2450,452.4,0.528,0.0005
112,1.704,2450,452.4,0.528,0.0005
112,1.826,2450,452.4,0.528,0.0005
112,1.949,2450,452.4,0.528,0.0005
112,2.072,2450,452.4,0.528,0.0005
112,2.194,2450,452.4,0.528,0.0005
112,2.317,2450,452.4,0.528,0.0005
112,2.44,2450,452.4,0.528,0.0005
112,2.562,2450,452.4,0.528,0.0005
112,2.685,2450,452.4,0.528,0.0005
112,2.808,2450,452.4,0.528,0.0005
112,2.931,2450,452.4,0.528,0.0005
112,3.053,2450,452.4,0.528,0.0005
112,3.176,2450,452.4,0.528,0.0005
112,3.299,2450,452.4,0.528,0.0005
112,3.421,2450,452.4,0.528,0.0005
112,3.544,2450,452.4,0.528,0.0005
112,3.667,2450,452.4,0.528,0.0005
112,3.789,2450,452.4,0.528,0.0005
112,3.912,2450,452.4,0.528,0.0005
112,4.035,2450,452.4,0.528,0.0005
112,4.157,2450,452.4,0.528,0.0005
112,4.28,2450,452.4,0.528,0.0005
112,4.403,2450,452.4,0.528,0.0005
112,4.525,2450,452.4,0.528,0.0005
112,4.648,2450,452.4,0.528,0.0005
112,4.771,2450,452.4,0.528,0.0005
112,4.893,2450,452.4,0.528,0.0005
112,5.016,2450,452.4,0.528,0.0005
112,5.139,2450,452.4,0.528,0.0005
112,5.261,2450,452.4,0.528,0.0005
112,5.384,2450,452.4,0.528,0.0005
112,5.507,2450,452.4,0.528,0.0005
112,5.629,2450,452.4,0.528,0.0005
112,5.752,2450,452.4,0.528,0.0005
112,5.875,2450,452.4,0.528,0.0005
112,5.997,2450,452.4,0.528,0.0005
114.9,-0.01378,2451,309.1,0.7658,0.0013
114.9,0.1089,2451,328.2,0.7231,0.0011
114.9,0.2316,2451,352.5,0.6747,0.0009
114.9,0.3543,2451,381.6,0.6243,0.0008
114.9,0.4769,2451,411.2,0.5801,0.0006
114.9,0.5996,2450,435.5,0.548,0.0006
114.9,0.7223,2451,452.1,0.5281,0.0005
114.9,0.845,2451,452.1,0.5281,0.0005
114.9,0.9677,2451,452.1,0.5281,0.0005
114.9,1.09,2451,452.1,0.5281,0.0005
114.9,1.213,2451,452.1,0.5281,0.0005
114.9,1.336,2451,452.1,0.5281,0.0005
114.9,1.458,2451,452.1,0.5281,0.0005
114.9,1.581,2451,452.1,0.5281,0.0005
114.9,1.704,2451,452.1,0.5281,0.0005
114.9,1.826,2451,452.1,0.5281,0.0005
114.9,1.949,2451,452.1,0.5281,0.0005
114.9,2.072,2451,452.1,0.5281,0.0005
114.9,2.194,2451,452.1,0.5281,0.0005
114.9,2.317,2451,452.1,0.5281,0.0005
114.9,2.44,2451,452.1,0.5281,0.0005
114.9,2.562,2451,452.1,0.5281,0.0005
114.9,2.685,2451,452.1,0.5281,0.0005
114.9,2.808,2451,452.1,0.5281,0.0005
114.9,2.931,2451,452.1,0.5281,0.0005
114.9,3.053,2451,452.1,0.5281,0.0005
114.9,3.176,2451,452.1,0.5281,0.0005
114.9,3.299,2451,452.1,0.5281,0.0005
114.9,3.421,2451,452.1,0.5281,0.0005
114.9,3.544,2451,452.1,0.5281,0.0005
114.9,3.667,2451,452.1,0.5281,0.0005
114.9,3.789,2451,452.1,0.5281,0.0005
114.9,3.912,2451,452.1,0.5281,0.0005
114.9,4.035,2451,452.1,0.5281,0.0005
114.9,4.157,2451,452.1,0.5281,0.0005
114.9,4.28,2451,452.1,0.5281,0.0005
114.9,4.403,2451,452.1,0.5281,0.0005
114.9,4.525,2451,452.1,0.5281,0.0005
114.9,4.648,2451,452.1,0.5281,0.0005
114.9,4.771,2451,452.1,0.5281,0.0005
114.9,4.893,2451,452.1,0.5281,0.0005
114.9,5.016,2451,452.1,0.5281,0.0005
114.9,5.139,2451,452.1,0.5281,0.0005
114.9,5.261,2451,452.1,0.5281,0.0005
114.9,5.384,2451,452.1,0.5281,0.0005
114.9,5.507,2451,452.1,0.5281,0.0005
114.9,5.629,2451,452.1,0.5281,0.0005
114.9,5.752,2451,452.1,0.5281,0.0005
114.9,5.875,2451,452.1,0.5281,0.0005
114.9,5.997,2451,452.1,0.5281,0.0005
117.7,-0.01378,2452,297.3,0.7935,0.0016
117.7,0.1089,2452,311.9,0.7585,0.0014
117.7,0.2316,2451,330,0.7186,0.0012
117.7,0.3543,2451,352.5,0.6742,0.001
117.7,0.4769,2451,379.1,0.6279,0.0008
117.7,0.5996,2451,406.6,0.5861,0.0007
117.7,0.7223,2451,430.3,0.5543,0.0006
117.7,0.845,2451,449,0.5315,0.0006
117.7,0.9677,2451,451.9,0.5281,0.0006
117.7,1.09,2451,451.9,0.5281,0.0006
117.7,1.213,2451,451.9,0.5281,0.0006
117.7,1.336,2451,451.9,0.5281,0.0006
117.7,1.458,2451,451.9,0.5281,0.0006
117.7,1.581,2451,451.9,0.5281,0.0006
117.7,1.704,2451,451.9,0.5281,0.0006
117.7,1.826,2451,451.9,0.5281,0.0006
117.7,1.949,2451,451.9,0.5281,0.0006
117.7,2.072,2451,451.9,0.5281,0.0006
117.7,2.194,2451,451.9,0.5281,0.0006
117.7,2.317,2451,451.9,0.5281,0.0006
117.7,2.44,2451,451.9,0.5281,0.0006
117.7,2.562,2451,451.9,0.5281,0.0006
117.7,2.685,2451,451.9,0.5281,0.0006
117.7,2.808,2451,451.9,0.5281,0.0006
117.7,2.931,2451,451.9,0.5281,0.0006
117.7,3.053,2451,451.9,0.5281,0.0006
117.7,3.176,2451,451.9,0.5281,0.0006
117.7,3.299,2451,451.9,0.5281,0.0006
117.7,3.421,2451,451.9,0.5281,0.0006
117.7,3.544,2451,451.9,0.5281,0.0006
117.7,3.667,2451,451.9,0.5281,0.0006
117.7,3.789,2451,451.9,0.5281,0.0006
117.7,3.912,2451,451.9,0.5281,0.0006
117.7,4.035,2451,451.9,0.5281,0.0006
117.7,4.157,2451,451.9,0.5281,0.0006
117.7,4.28,2451,451.9,0.5281,0.0006
117.7,4.403,2451,451.9,0.5281,0.0006
117.7,4.525,2451,451.9,0.5281,0.0006
117.7,4.648,2451,451.9,0.5281,0.0006
117.7,4.771,2451,451.9,0.5281,0.0006
117.7,4.893,2451,451.9,0.5281,0.0006
117.7,5.016,2451,451.9,0.5281,0.0006
117.7,5.139,2451,451.9,0.5281,0.0006
117.7,5.261,2451,451.9,0.5281,0.0006
117.7,5.384,2451,451.9,0.5281,0.0006
117.7,5.507,2451,451.9,0.5281,0.0006
117.7,5.629,2451,451.9,0.5281,0.0006
117.7,5.752,2451,451.9,0.5281,0.0006
117.7,5.875,2451,451.9,0.5281,0.0006
117.7,5.997,2451,451.9,0.5281,0.0006
120.5,-0.01378,2453,288,0.8161,0.002
120.5,0.1089,2452,299.5,0.7871,0.0017
120.5,0.2316,2452,313.3,0.7544,0.0015
120.5,0.3543,2452,330.1,0.7176,0.0013
120.5,0.4769,2452,350.7,0.6769,0.0011
120.5,0.5996,2451,374.9,0.6343,0.0009
120.5,0.7223,2451,400.4,0.5946,0.0008
120.5,0.845,2451,423.6,0.5626,0.0007
120.5,0.9677,2451,442.4,0.539,0.0007
120.5,1.09,2451,451.5,0.5282,0.0006
120.5,1.213,2451,451.5,0.5282,0.0006
120.5,1.336,2451,451.5,0.5282,0.0006
120.5,1.458,2451,451.5,0.5282,0.0006
120.5,1.581,2451,451.5,0.5282,0.0006
120.5,1.704,2451,451.5,0.5282,0.0006
120.5,1.826,2451,451.5,0.5282,0.0006
120.5,1.949,2451,451.5,0.5282,0.0006
120.5,2.072,2451,451.5,0.5282,0.0006
120.5,2.194,2451,451.5,0.5282,0.0006
120.5,2.317,2451,451.5,0.5282,0.0006
120.5,2.44,2451,451.5,0.5282,0.0006
120.5,2.562,2451,451.5,0.5282,0.0006
120.5,2.685,2451,451.5,0.5282,0.0006
120.5,2.808,2451,451.5,0.5282,0.0006
120.5,2.931,2451,451.5,0.5282,0.0006
120.5,3.053,2451,451.5,0.5282,0.0006
120.5,3.176,2451,451.5,0.5282,0.0006
120.5,3.299,2451,451.5,0.5282,0.0006
120.5,3.421,2451,451.5,0.5282,0.0006
120.5,3.544,2451,451.5,0.5282,0.0006
120.5,3.667,2451,451.5,0.5282,0.0006
120.5,3.789,2451,451.5,0.5282,0.0006
120.5,3.912,2451,451.5,0.5282,0.0006
120.5,4.035,2451,451.5,0.5282,0.0006
120.5,4.157,2451,451.5,0.5282,0.0006
120.5,4.28,2451,451.5,0.5282,0.0006
120.5,4.403,2451,451.5,0.5282,0.0006
120.5,4.525,2451,451.5,0.5282,0.0006
120.5,4.648,2451,451.5,0.5282,0.0006
120.5,4.771,2451,451.5,0.5282,0.0006
120.5,4.893,2451,451.5,0.5282,0.0006
120.5,5.016,2451,451.5,0.5282,0.0006
120.5,5.139,2451,451.5,0.5282,0.0006
120.5,5.261,2451,451.5,0.5282,0.0006
120.5,5.384,2451,451.5,0.5282,0.0006
120.5,5.507,2451,451.5,0.5282,0.0006
120.5,5.629,2451,451.5,0.5282,0.0006
120.5,5.752,2451,451.5,0.5282,0.0006
120.5,5.875,2451,451.5,0.5282,0.0006
120.5,5.997,2451,451.5,0.5282,0.0006
123.4,-0.01378,2454,280.3,0.8349,0.0023
123.4,0.1089,2453,289.6,0.8105,0.0021
123.4,0.2316,2453,300.5,0.7834,0.0018
123.4,0.3543,2453,313.4,0.7531,0.0016
123.4,0.4769,2452,328.9,0.7194,0.0014
123.4,0.5996,2452,347.5,0.6823,0.0012
123.4,0.7223,2452,369.2,0.6432,0.001
123.4,0.845,2452,392.8,0.6055,0.0009
123.4,0.9677,2451,415.3,0.5733,0.0008
123.4,1.09,2451,434.5,0.5484,0.0008
123.4,1.213,2451,450.1,0.5296,0.0007
123.4,1.336,2451,451.2,0.5283,0.0007
