"Feed temperature, °C","Feed pressure, kPa","Liquid 1 mass flow, kg/h","Liquid 2 mass flow, kg/h",Liquid 2 mass fraction (glycerol),Liquid 1 mass fraction (glycerol)
123.4,1.458,2451,451.2,0.5283,0.0007
123.4,1.581,2451,451.2,0.5283,0.0007
123.4,1.704,2451,451.2,0.5283,0.0007
123.4,1.826,2451,451.2,0.5283,0.0007
123.4,1.949,2451,451.2,0.5283,0.0007
123.4,2.072,2451,451.2,0.5283,0.0007
123.4,2.194,2451,451.2,0.5283,0.0007
123.4,2.317,2451,451.2,0.5283,0.0007
123.4,2.44,2451,451.2,0.5283,0.0007
123.4,2.562,2451,451.2,0.5283,0.0007
123.4,2.685,2451,451.2,0.5283,0.0007
123.4,2.808,2451,451.2,0.5283,0.0007
123.4,2.931,2451,451.2,0.5283,0.0007
123.4,3.053,2451,451.2,0.5283,0.0007
123.4,3.176,2451,451.2,0.5283,0.0007
123.4,3.299,2451,451.2,0.5283,0.0007
123.4,3.421,2451,451.2,0.5283,0.0007
123.4,3.544,2451,451.2,0.5283,0.0007
123.4,3.667,2451,451.2,0.5283,0.0007
123.4,3.789,2451,451.2,0.5283,0.0007
123.4,3.912,2451,451.2,0.5283,0.0007
123.4,4.035,2451,451.2,0.5283,0.0007
123.4,4.157,2451,451.2,0.5283,0.0007
123.4,4.28,2451,451.2,0.5283,0.0007
123.4,4.403,2451,451.2,0.5283,0.0007
123.4,4.525,2451,451.2,0.5283,0.0007
123.4,4.648,2451,451.2,0.5283,0.0007
123.4,4.771,2451,451.2,0.5283,0.0007
123.4,4.893,2451,451.2,0.5283,0.0007
123.4,5.016,2451,451.2,0.5283,0.0007
123.4,5.139,2451,451.2,0.5283,0.0007
123.4,5.261,2451,451.2,0.5283,0.0007
123.4,5.384,2451,451.2,0.5283,0.0007
123.4,5.507,2451,451.2,0.5283,0.0007
123.4,5.629,2451,451.2,0.5283,0.0007
123.4,5.752,2451,451.2,0.5283,0.0007
123.4,5.875,2451,451.2,0.5283,0.0007
123.4,5.997,2451,451.2,0.5283,0.0007
126.2,-0.01378,2455,273.7,0.8508,0.0027
126.2,0.1089,2454,281.6,0.8299,0.0025
126.2,0.2316,2454,290.4,0.8071,0.0022
126.2,0.3543,2453,300.6,0.7819,0.002
126.2,0.4769,2453,312.5,0.7541,0.0018
126.2,0.5996,2453,326.5,0.7234,0.0015
126.2,0.7223,2452,343.2,0.6897,0.0014
126.2,0.845,2452,362.6,0.6541,0.0012
126.2,0.9677,2452,384.1,0.6184,0.001
126.2,1.09,2452,405.7,0.5862,0.0009
126.2,1.213,2452,425,0.56,0.0008
126.2,1.336,2452,441.3,0.5397,0.0008
126.2,1.458,2452,450.8,0.5284,0.0008
126.2,1.581,2452,450.8,0.5284,0.0008
126.2,1.704,2452,450.8,0.5284,0.0008
126.2,1.826,2452,450.8,0.5284,0.0008
126.2,1.949,2452,450.8,0.5284,0.0008
126.2,2.072,2452,450.8,0.5284,0.0008
126.2,2.194,2452,450.8,0.5284,0.0008
126.2,2.317,2452,450.8,0.5284,0.0008
126.2,2.44,2452,450.8,0.5284,0.0008
126.2,2.562,2452,450.8,0.5284,0.0008
126.2,2.685,2452,450.8,0.5284,0.0008
126.2,2.808,2452,450.8,0.5284,0.0008
126.2,2.931,2452,450.8,0.5284,0.0008
126.2,3.053,2452,450.8,0.5284,0.0008
126.2,3.176,2452,450.8,0.5284,0.0008
126.2,3.299,2452,450.8,0.5284,0.0008
126.2,3.421,2452,450.8,0.5284,0.0008
126.2,3.544,2452,450.8,0.5284,0.0008
126.2,3.667,2452,450.8,0.5284,0.0008
126.2,3.789,2452,450.8,0.5284,0.0008
126.2,3.912,2452,450.8,0.5284,0.0008
126.2,4.035,2452,450.8,0.5284,0.0008
126.2,4.157,2452,450.8,0.5284,0.0008
126.2,4.28,2452,450.8,0.5284,0.0008
126.2,4.403,2452,450.8,0.5284,0.0008
126.2,4.525,2452,450.8,0.5284,0.0008
126.2,4.648,2452,450.8,0.5284,0.0008
126.2,4.771,2452,450.8,0.5284,0.0008
126.2,4.893,2452,450.8,0.5284,0.0008
126.2,5.016,2452,450.8,0.5284,0.0008
126.2,5.139,2452,450.8,0.5284,0.0008
126.2,5.261,2452,450.8,0.5284,0.0008
126.2,5.384,2452,450.8,0.5284,0.0008
126.2,5.507,2452,450.8,0.5284,0.0008
126.2,5.629,2452,450.8,0.5284,0.0008
126.2,5.752,2452,450.8,0.5284,0.0008
126.2,5.875,2452,450.8,0.5284,0.0008
126.2,5.997,2452,450.8,0.5284,0.0008
129,-0.01378,2456,268,0.8643,0.0032
129,0.1089,2455,274.7,0.8462,0.0029
129,0.2316,2455,282.1,0.8267,0.0026
129,0.3543,2454,290.4,0.8055,0.0024
129,0.4769,2454,299.9,0.7824,0.0021
129,0.5996,2454,310.7,0.757,0.0019
129,0.7223,2453,323.4,0.7291,0.0017
129,0.845,2453,338.2,0.6987,0.0015
129,0.9677,2453,355.3,0.6663,0.0013
129,1.09,2452,374.6,0.6331,0.0012
129,1.213,2452,394.8,0.6015,0.0011
129,1.336,2452,414.1,0.5741,0.001
129,1.458,2452,431,0.552,0.0009
129,1.581,2452,445.3,0.5345,0.0008
129,1.704,2452,450.5,0.5285,0.0008
129,1.826,2452,450.5,0.5285,0.0008
129,1.949,2452,450.5,0.5285,0.0008
129,2.072,2452,450.5,0.5285,0.0008
129,2.194,2452,450.5,0.5285,0.0008
129,2.317,2452,450.5,0.5285,0.0008
129,2.44,2452,450.5,0.5285,0.0008
129,2.562,2452,450.5,0.5285,0.0008
129,2.685,2452,450.5,0.5285,0.0008
129,2.808,2452,450.5,0.5285,0.0008
129,2.931,2452,450.5,0.5285,0.0008
129,3.053,2452,450.5,0.5285,0.0008
129,3.176,2452,450.5,0.5285,0.0008
129,3.299,2452,450.5,0.5285,0.0008
129,3.421,2452,450.5,0.5285,0.0008
129,3.544,2452,450.5,0.5285,0.0008
129,3.667,2452,450.5,0.5285,0.0008
129,3.789,2452,450.5,0.5285,0.0008
129,3.912,2452,450.5,0.5285,0.0008
129,4.035,2452,450.5,0.5285,0.0008
129,4.157,2452,450.5,0.5285,0.0008
129,4.28,2452,450.5,0.5285,0.0008
129,4.403,2452,450.5,0.5285,0.0008
129,4.525,2452,450.5,0.5285,0.0008
129,4.648,2452,450.5,0.5285,0.0008
129,4.771,2452,450.5,0.5285,0.0008
129,4.893,2452,450.5,0.5285,0.0008
129,5.016,2452,450.5,0.5285,0.0008
129,5.139,2452,450.5,0.5285,0.0008
129,5.261,2452,450.5,0.5285,0.0008
129,5.384,2452,450.5,0.5285,0.0008
129,5.507,2452,450.5,0.5285,0.0008
129,5.629,2452,450.5,0.5285,0.0008
129,5.752,2452,450.5,0.5285,0.0008
129,5.875,2452,450.5,0.5285,0.0008
129,5.997,2452,450.5,0.5285,0.0008
131.9,-0.01378,2457,262.9,0.876,0.0037
131.9,0.1089,2456,268.8,0.8602,0.0034
131.9,0.2316,2456,275.1,0.8433,0.0031
131.9,0.3543,2455,282,0.8252,0.0028
131.9,0.4769,2455,289.8,0.8056,0.0026
131.9,0.5996,2454,298.4,0.7844,0.0023
131.9,0.7223,2454,308.3,0.7613,0.0021
131.9,0.845,2454,319.6,0.7361,0.0019
131.9,0.9677,2453,332.7,0.7087,0.0017
131.9,1.09,2453,347.7,0.6795,0.0015
131.9,1.213,2453,364.7,0.649,0.0014
131.9,1.336,2453,383.2,0.6187,0.0012
131.9,1.458,2453,401.8,0.5908,0.0011
131.9,1.581,2453,419.1,0.5669,0.001
131.9,1.704,2453,434.2,0.5475,0.001
131.9,1.826,2453,447.2,0.5319,0.0009
131.9,1.949,2453,450,0.5286,0.0009
131.9,2.072,2453,450,0.5286,0.0009
131.9,2.194,2453,450,0.5286,0.0009
131.9,2.317,2453,450,0.5286,0.0009
131.9,2.44,2453,450,0.5286,0.0009
131.9,2.562,2453,450,0.5286,0.0009
131.9,2.685,2453,450,0.5286,0.0009
131.9,2.808,2453,450,0.5286,0.0009
131.9,2.931,2453,450,0.5286,0.0009
131.9,3.053,2453,450,0.5286,0.0009
131.9,3.176,2453,450,0.5286,0.0009
131.9,3.299,2453,450,0.5286,0.0009
131.9,3.421,2453,450,0.5286,0.0009
131.9,3.544,2453,450,0.5286,0.0009
131.9,3.667,2453,450,0.5286,0.0009
131.9,3.789,2453,450,0.5286,0.0009
131.9,3.912,2453,450,0.5286,0.0009
131.9,4.035,2453,450,0.5286,0.0009
131.9,4.157,2453,450,0.5286,0.0009
131.9,4.28,2453,450,0.5286,0.0009
131.9,4.403,2453,450,0.5286,0.0009
131.9,4.525,2453,450,0.5286,0.0009
131.9,4.648,2453,450,0.5286,0.0009
131.9,4.771,2453,450,0.5286,0.0009
131.9,4.893,2453,450,0.5286,0.0009
131.9,5.016,2453,450,0.5286,0.0009
131.9,5.139,2453,450,0.5286,0.0009
131.9,5.261,2453,450,0.5286,0.0009
131.9,5.384,2453,450,0.5286,0.0009
131.9,5.507,2453,450,0.5286,0.0009
131.9,5.629,2453,450,0.5286,0.0009
131.9,5.752,2453,450,0.5286,0.0009
131.9,5.875,2453,450,0.5286,0.0009
131.9,5.997,2453,450,0.5286,0.0009
134.7,-0.01378,2458,258.1,0.8861,0.0042
134.7,0.1089,2457,263.4,0.8722,0.0039
134.7,0.2316,2457,268.9,0.8575,0.0036
134.7,0.3543,2456,274.9,0.8418,0.0033
134.7,0.4769,2456,281.4,0.825,0.0031
134.7,0.5996,2455,288.5,0.8071,0.0028
134.7,0.7223,2455,296.4,0.7877,0.0026
134.7,0.845,2455,305.4,0.7667,0.0023
134.7,0.9677,2454,315.4,0.744,0.0021
134.7,1.09,2454,326.9,0.7194,0.0019
134.7,1.213,2454,340.1,0.6931,0.0017
134.7,1.336,2454,354.9,0.6654,0.0016
134.7,1.458,2453,371.3,0.6371,0.0014
134.7,1.581,2453,388.6,0.6096,0.0013
134.7,1.704,2453,405.7,0.5846,0.0012
134.7,1.826,2453,421.5,0.5633,0.0011
134.7,1.949,2453,435.3,0.5457,0.001
134.7,2.072,2453,447.4,0.5312,0.001
134.7,2.194,2453,449.6,0.5287,0.001
134.7,2.317,2453,449.6,0.5287,0.001
134.7,2.44,2453,449.6,0.5287,0.001
134.7,2.562,2453,449.6,0.5287,0.001
134.7,2.685,2453,449.6,0.5287,0.001
134.7,2.808,2453,449.6,0.5287,0.001
134.7,2.931,2453,449.6,0.5287,0.001
134.7,3.053,2453,449.6,0.5287,0.001
134.7,3.176,2453,449.6,0.5287,0.001
134.7,3.299,2453,449.6,0.5287,0.001
134.7,3.421,2453,449.6,0.5287,0.001
134.7,3.544,2453,449.6,0.5287,0.001
134.7,3.667,2453,449.6,0.5287,0.001
134.7,3.789,2453,449.6,0.5287,0.001
134.7,3.912,2453,449.6,0.5287,0.001
134.7,4.035,2453,449.6,0.5287,0.001
134.7,4.157,2453,449.6,0.5287,0.001
134.7,4.28,2453,449.6,0.5287,0.001
134.7,4.403,2453,449.6,0.5287,0.001
134.7,4.525,2453,449.6,0.5287,0.001
134.7,4.648,2453,449.6,0.5287,0.001
134.7,4.771,2453,449.6,0.5287,0.001
134.7,4.893,2453,449.6,0.5287,0.001
134.7,5.016,2453,449.6,0.5287,0.001
134.7,5.139,2453,449.6,0.5287,0.001
134.7,5.261,2453,449.6,0.5287,0.001
134.7,5.384,2453,449.6,0.5287,0.001
134.7,5.507,2453,449.6,0.5287,0.001
134.7,5.629,2453,449.6,0.5287,0.001
134.7,5.752,2453,449.6,0.5287,0.001
134.7,5.875,2453,449.6,0.5287,0.001
134.7,5.997,2453,449.6,0.5287,0.001
137.6,-0.01378,2459,253.7,0.8951,0.0047
137.6,0.1089,2458,258.5,0.8827,0.0044
137.6,0.2316,2458,263.4,0.8697,0.0041
137.6,0.3543,2457,268.6,0.856,0.0038
137.6,0.4769,2457,274.2,0.8415,0.0036
137.6,0.5996,2457,280.2,0.826,0.0033
137.6,0.7223,2456,286.8,0.8095,0.0031
137.6,0.845,2456,294,0.7919,0.0028
137.6,0.9677,2455,302,0.7729,0.0026
137.6,1.09,2455,311,0.7524,0.0024
137.6,1.213,2455,321.1,0.7305,0.0022
137.6,1.336,2455,332.5,0.707,0.002
137.6,1.458,2454,345.4,0.682,0.0018
137.6,1.581,2454,359.7,0.6561,0.0016
137.6,1.704,2454,375.2,0.63,0.0015
137.6,1.826,2454,391.4,0.6049,0.0014
137.6,1.949,2454,407.2,0.5821,0.0013
137.6,2.072,2454,421.7,0.5624,0.0012
137.6,2.194,2454,434.7,0.546,0.0011
137.6,2.317,2454,446.1,0.5323,0.0011
137.6,2.44,2454,449.1,0.5288,0.0011
137.6,2.562,2454,449.1,0.5288,0.0011
137.6,2.685,2454,449.1,0.5288,0.0011
137.6,2.808,2454,449.1,0.5288,0.0011
137.6,2.931,2454,449.1,0.5288,0.0011
137.6,3.053,2454,449.1,0.5288,0.0011
137.6,3.176,2454,449.1,0.5288,0.0011
137.6,3.299,2454,449.1,0.5288,0.0011
137.6,3.421,2454,449.1,0.5288,0.0011
137.6,3.544,2454,449.1,0.5288,0.0011
137.6,3.667,2454,449.1,0.5288,0.0011
137.6,3.789,2454,449.1,0.5288,0.0011
137.6,3.912,2454,449.1,0.5288,0.0011
137.6,4.035,2454,449.1,0.5288,0.0011
137.6,4.157,2454,449.1,0.5288,0.0011
137.6,4.28,2454,449.1,0.5288,0.0011
137.6,4.403,2454,449.1,0.5288,0.0011
137.6,4.525,2454,449.1,0.5288,0.0011
137.6,4.648,2454,449.1,0.5288,0.0011
137.6,4.771,2454,449.1,0.5288,0.0011
137.6,4.893,2454,449.1,0.5288,0.0011
137.6,5.016,2454,449.1,0.5288,0.0011
137.6,5.139,2454,449.1,0.5288,0.0011
137.6,5.261,2454,449.1,0.5288,0.0011
137.6,5.384,2454,449.1,0.5288,0.0011
137.6,5.507,2454,449.1,0.5288,0.0011
137.6,5.629,2454,449.1,0.5288,0.0011
137.6,5.752,2454,449.1,0.5288,0.0011
137.6,5.875,2454,449.1,0.5288,0.0011
137.6,5.997,2454,449.1,0.5288,0.0011
140.4,-0.01378,2460,249.4,0.9031,0.0053
140.4,0.1089,2460,253.8,0.8919,0.005
140.4,0.2316,2459,258.3,0.8803,0.0047
140.4,0.3543,2459,263,0.8682,0.0044
140.4,0.4769,2458,267.9,0.8555,0.0041
140.4,0.5996,2458,273.1,0.8421,0.0039
140.4,0.7223,2457,278.6,0.8279,0.0036
140.4,0.845,2457,284.7,0.8128,0.0034
140.4,0.9677,2457,291.2,0.7968,0.0031
140.4,1.09,2456,298.4,0.7796,0.0029
140.4,1.213,2456,306.4,0.7613,0.0027
140.4,1.336,2456,315.3,0.7416,0.0025
140.4,1.458,2455,325.2,0.7207,0.0023
140.4,1.581,2455,336.3,0.6984,0.0021
140.4,1.704,2455,348.6,0.675,0.0019
140.4,1.826,2455,362.2,0.6509,0.0017
140.4,1.949,2454,376.8,0.6267,0.0016
140.4,2.072,2454,391.8,0.6035,0.0015
140.4,2.194,2454,406.5,0.5824,0.0014
140.4,2.317,2454,420.2,0.5639,0.0013
140.4,2.44,2454,432.5,0.5482,0.0012
140.4,2.562,2454,443.5,0.5349,0.0012
140.4,2.685,2454,448.6,0.5289,0.0011
140.4,2.808,2454,448.6,0.5289,0.0011
140.4,2.931,2454,448.6,0.5289,0.0011
140.4,3.053,2454,448.6,0.5289,0.0011
140.4,3.176,2454,448.6,0.5289,0.0011
140.4,3.299,2454,448.6,0.5289,0.0011
140.4,3.421,2454,448.6,0.5289,0.0011
140.4,3.544,2454,448.6,0.5289,0.0011
140.4,3.667,2454,448.6,0.5289,0.0011
140.4,3.789,2454,448.6,0.5289,0.0011
140.4,3.912,2454,448.6,0.5289,0.0011
140.4,4.035,2454,448.6,0.5289,0.0011
140.4,4.157,2454,448.6,0.5289,0.0011
140.4,4.28,2454,448.6,0.5289,0.0011
140.4,4.403,2454,448.6,0.5289,0.0011
140.4,4.525,2454,448.6,0.5289,0.0011
140.4,4.648,2454,448.6,0.5289,0.0011
140.4,4.771,2454,448.6,0.5289,0.0011
140.4,4.893,2454,448.6,0.5289,0.0011
140.4,5.016,2454,448.6,0.5289,0.0011
140.4,5.139,2454,448.6,0.5289,0.0011
140.4,5.261,2454,448.6,0.5289,0.0011
140.4,5.384,2454,448.6,0.5289,0.0011
140.4,5.507,2454,448.6,0.5289,0.0011
140.4,5.629,2454,448.6,0.5289,0.0011
140.4,5.752,2454,448.6,0.5289,0.0011
140.4,5.875,2454,448.6,0.5289,0.0011
140.4,5.997,2454,448.6,0.5289,0.0011
143.2,-0.01378,2461,245.3,0.9102,0.006
143.2,0.1089,2461,249.4,0.9001,0.0056
143.2,0.2316,2460,253.5,0.8897,0.0053
143.2,0.3543,2460,257.8,0.8789,0.005
143.2,0.4769,2459,262.1,0.8677,0.0047
143.2,0.5996,2459,266.7,0.8559,0.0044
143.2,0.7223,2459,271.6,0.8435,0.0042
143.2,0.845,2458,276.7,0.8305,0.0039
143.2,0.9677,2458,282.2,0.8168,0.0037
143.2,1.09,2457,288.2,0.8022,0.0034
143.2,1.213,2457,294.7,0.7867,0.0032
143.2,1.336,2457,301.8,0.7702,0.003
143.2,1.458,2456,309.6,0.7527,0.0028
143.2,1.581,2456,318.2,0.734,0.0026
143.2,1.704,2456,327.8,0.7142,0.0024
143.2,1.826,2456,338.4,0.6933,0.0022
143.2,1.949,2455,350,0.6714,0.002
143.2,2.072,2455,362.8,0.649,0.0019
143.2,2.194,2455,376.3,0.6266,0.0017
143.2,2.317,2455,390.3,0.605,0.0016
143.2,2.44,2455,404.1,0.5851,0.0015
143.2,2.562,2455,417.1,0.5674,0.0014
143.2,2.685,2455,429,0.5521,0.0013
143.2,2.808,2455,439.6,0.539,0.0013
143.2,2.931,2455,448.1,0.529,0.0012
143.2,3.053,2455,448.1,0.529,0.0012
143.2,3.176,2455,448.1,0.529,0.0012
143.2,3.299,2455,448.1,0.529,0.0012
143.2,3.421,2455,448.1,0.529,0.0012
143.2,3.544,2455,448.1,0.529,0.0012
143.2,3.667,2455,448.1,0.529,0.0012
143.2,3.789,2455,448.1,0.529,0.0012
143.2,3.912,2455,448.1,0.529,0.0012
143.2,4.035,2455,448.1,0.529,0.0012
143.2,4.157,2455,448.1,0.529,0.0012
143.2,4.28,2455,448.1,0.529,0.0012
143.2,4.403,2455,448.1,0.529,0.0012
143.2,4.525,2455,448.1,0.529,0.0012
143.2,4.648,2455,448.1,0.529,0.0012
143.2,4.771,2455,448.1,0.529,0.0012
143.2,4.893,2455,448.1,0.529,0.0012
143.2,5.016,2455,448.1,0.529,0.0012
143.2,5.139,2455,448.1,0.529,0.0012
143.2,5.261,2455,448.1,0.529,0.0012
143.2,5.384,2455,448.1,0.529,0.0012
143.2,5.507,2455,448.1,0.529,0.0012
143.2,5.629,2455,448.1,0.529,0.0012
143.2,5.752,2455,448.1,0.529,0.0012
143.2,5.875,2455,448.1,0.529,0.0012
143.2,5.997,2455,448.1,0.529,0.0012
146.1,-0.01378,2463,241.2,0.9166,0.0067
146.1,0.1089,2462,245.1,0.9075,0.0063
146.1,0.2316,2462,248.9,0.898,0.006
146.1,0.3543,2461,252.8,0.8883,0.0057
146.1,0.4769,2461,256.8,0.8783,0.0054
146.1,0.5996,2460,260.9,0.8679,0.0051
146.1,0.7223,2460,265.2,0.857,0.0048
146.1,0.845,2460,269.7,0.8456,0.0045
146.1,0.9677,2459,274.5,0.8337,0.0043
146.1,1.09,2459,279.6,0.8212,0.004
146.1,1.213,2458,285,0.8079,0.0038
146.1,1.336,2458,290.8,0.7939,0.0036
146.1,1.458,2458,297.1,0.7791,0.0033
146.1,1.581,2457,304,0.7635,0.0031
146.1,1.704,2457,311.5,0.7468,0.0029
146.1,1.826,2457,319.8,0.7292,0.0027
146.1,1.949,2456,328.8,0.7107,0.0025
146.1,2.072,2456,338.8,0.6911,0.0023
146.1,2.194,2456,349.8,0.6709,0.0022
146.1,2.317,2456,361.6,0.6501,0.002
146.1,2.44,2456,374.2,0.6292,0.0019
146.1,2.562,2455,387.2,0.609,0.0017
146.1,2.685,2455,400.1,0.59,0.0016
146.1,2.808,2455,412.5,0.5728,0.0015
146.1,2.931,2455,424,0.5577,0.0015
146.1,3.053,2455,434.5,0.5446,0.0014
146.1,3.176,2455,444.1,0.5332,0.0014
146.1,3.299,2455,447.5,0.5292,0.0013
146.1,3.421,2455,447.5,0.5292,0.0013
146.1,3.544,2455,447.5,0.5292,0.0013
146.1,3.667,2455,447.5,0.5292,0.0013
146.1,3.789,2455,447.5,0.5292,0.0013
146.1,3.912,2455,447.5,0.5292,0.0013
146.1,4.035,2455,447.5,0.5292,0.0013
146.1,4.157,2455,447.5,0.5292,0.0013
146.1,4.28,2455,447.5,0.5292,0.0013
146.1,4.403,2455,447.5,0.5292,0.0013
146.1,4.525,2455,447.5,0.5292,0.0013
146.1,4.648,2455,447.5,0.5292,0.0013
146.1,4.771,2455,447.5,0.5292,0.0013
146.1,4.893,2455,447.5,0.5292,0.0013
146.1,5.016,2455,447.5,0.5292,0.0013
146.1,5.139,2455,447.5,0.5292,0.0013
146.1,5.261,2455,447.5,0.5292,0.0013
146.1,5.384,2455,447.5,0.5292,0.0013
146.1,5.507,2455,447.5,0.5292,0.0013
146.1,5.629,2455,447.5,0.5292,0.0013
146.1,5.752,2455,447.5,0.5292,0.0013
146.1,5.875,2455,447.5,0.5292,0.0013
146.1,5.997,2455,447.5,0.5292,0.0013
148.9,-0.01378,2464,237,0.9224,0.0074
148.9,0.1089,2464,240.8,0.914,0.0071
148.9,0.2316,2463,244.4,0.9055,0.0067
148.9,0.3543,2463,248.1,0.8967,0.0064
148.9,0.4769,2462,251.8,0.8877,0.0061
148.9,0.5996,2462,255.6,0.8784,0.0058
148.9,0.7223,2461,259.4,0.8687,0.0055
148.9,0.845,2461,263.4,0.8587,0.0052
148.9,0.9677,2461,267.6,0.8482,0.0049
148.9,1.09,2460,272,0.8373,0.0047
148.9,1.213,2460,276.7,0.8259,0.0044
148.9,1.336,2459,281.6,0.8139,0.0042
148.9,1.458,2459,286.8,0.8012,0.004
148.9,1.581,2459,292.5,0.7879,0.0037
148.9,1.704,2458,298.5,0.7739,0.0035
148.9,1.826,2458,305.1,0.7591,0.0033
148.9,1.949,2458,312.3,0.7435,0.0031
148.9,2.072,2457,320.1,0.727,0.0029
148.9,2.194,2457,328.6,0.7097,0.0027
148.9,2.317,2457,337.9,0.6916,0.0025
148.9,2.44,2457,348.1,0.6728,0.0024
148.9,2.562,2456,359,0.6535,0.0022
148.9,2.685,2456,370.6,0.6341,0.002
148.9,2.808,2456,382.6,0.6151,0.0019
148.9,2.931,2456,394.8,0.5969,0.0018
148.9,3.053,2456,406.6,0.5801,0.0017
148.9,3.176,2456,417.9,0.5651,0.0016
148.9,3.299,2456,428.3,0.5518,0.0015
148.9,3.421,2456,437.8,0.5401,0.0015
148.9,3.544,2456,446.4,0.5299,0.0014
148.9,3.667,2456,447,0.5293,0.0014
148.9,3.789,2456,447,0.5293,0.0014
148.9,3.912,2456,447,0.5293,0.0014
148.9,4.035,2456,447,0.5293,0.0014
148.9,4.157,2456,447,0.5293,0.0014
148.9,4.28,2456,447,0.5293,0.0014
148.9,4.403,2456,447,0.5293,0.0014
148.9,4.525,2456,447,0.5293,0.0014
148.9,4.648,2456,447,0.5293,0.0014
148.9,4.771,2456,447,0.5293,0.0014
148.9,4.893,2456,447,0.5293,0.0014
148.9,5.016,2456,447,0.5293,0.0014
148.9,5.139,2456,447,0.5293,0.0014
148.9,5.261,2456,447,0.5293,0.0014
148.9,5.384,2456,447,0.5293,0.0014
148.9,5.507,2456,447,0.5293,0.0014
148.9,5.629,2456,447,0.5293,0.0014
148.9,5.752,2456,447,0.5293,0.0014
148.9,5.875,2456,447,0.5293,0.0014
148.9,5.997,2456,447,0.5293,0.0014
